Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
282,20,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,0,0,PConc,0,0,1.0,6.0,905,1.0,0,357,1262,GasA,0,Y,SBrkr,1262,0,0,1262,0,0,2,0,2,1,0,5,8,0,0,Attchd,2006.0,3.0,2,572,0,0,2,0,120,0,0,0,0,0,0,,0,5,2006,New,Partial,12.128116509451258
283,120,RL,34.0,5063,Pave,,Reg,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,0,0,PConc,0,0,1.0,6.0,904,1.0,0,410,1314,GasA,0,Y,SBrkr,1314,0,0,1314,1,0,2,0,2,1,0,6,8,1,0,Attchd,2008.0,2.0,2,626,0,0,2,172,62,0,0,0,0,0,0,,0,4,2009,ConLw,Normal,12.242891437918386
284,20,RL,74.0,9612,Pave,,Reg,Lvl,AllPub,Inside,3,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,0,0,PConc,0,0,1.0,1.0,0,1.0,0,1468,1468,GasA,0,Y,SBrkr,1468,0,0,1468,0,0,2,0,3,1,0,6,8,1,0,Attchd,2008.0,3.0,3,898,0,0,2,210,150,0,0,0,0,0,0,,0,12,2009,New,Partial,12.407383590534293
285,120,RL,50.0,8012,Pave,,Reg,Lvl,AllPub,Inside,3,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,,0.0,0,0,PConc,0,0,1.0,6.0,430,1.0,0,1145,1575,GasA,0,Y,SBrkr,1575,0,0,1575,1,0,2,0,2,1,0,5,8,0,0,Attchd,1992.0,2.0,2,529,0,0,2,0,0,52,0,0,0,0,0,,0,7,2007,WD,Normal,12.09626335986454
286,160,FV,35.0,4251,Pave,Pave,IR1,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,PConc,0,0,1.0,1.0,0,1.0,0,625,625,GasA,0,Y,SBrkr,625,625,0,1250,0,0,2,1,2,1,0,5,8,0,0,Detchd,2006.0,2.0,2,528,0,0,2,0,54,0,0,0,0,0,0,,0,6,2007,New,Partial,12.011886987792716
287,50,RL,77.0,9786,Pave,,IR1,Bnk,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,0,0,1.0,3.0,600,1.0,0,312,912,GasA,0,Y,SBrkr,1085,649,0,1734,0,0,1,1,3,1,0,7,8,1,0,Attchd,1962.0,2.0,2,440,0,0,2,0,0,0,0,128,0,0,4,,0,6,2006,WD,Normal,11.976665770490769
288,20,RL,73.0,8125,Pave,,IR1,Lvl,AllPub,Corner,3,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,CBlock,0,0,1.0,4.0,614,1.0,0,244,858,GasA,0,Y,SBrkr,858,0,0,858,0,0,1,0,3,1,0,5,8,0,0,,0.0,None,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,6,2006,WD,Normal,11.38510345703214
289,20,RL,71.0,9819,Pave,,IR1,Lvl,AllPub,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,0,0,CBlock,0,0,1.0,4.0,450,1.0,0,432,882,GasA,0,Y,SBrkr,900,0,0,900,0,0,1,0,3,1,0,5,8,0,0,Detchd,1970.0,1.0,1,280,0,0,2,0,0,0,0,0,0,0,3,,0,2,2010,WD,Normal,11.711784520403112
290,70,RL,60.0,8730,Pave,,Reg,Lvl,AllPub,Inside,3,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,BrkTil,0,0,1.0,1.0,0,1.0,0,698,698,GasA,0,Y,FuseA,698,698,0,1396,0,0,1,0,3,1,0,7,8,0,0,Detchd,2003.0,1.0,1,384,0,0,2,0,0,0,0,259,0,0,0,,0,7,2007,WD,Normal,11.941950837487406
291,60,RL,120.0,15611,Pave,,Reg,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,3.0,1.0,0,1.0,0,1079,1079,GasA,0,Y,SBrkr,1079,840,0,1919,0,0,2,1,3,1,0,8,8,1,0,Attchd,2006.0,2.0,2,685,0,0,2,0,51,0,0,0,0,0,0,,0,7,2006,New,Partial,12.359784657728284
292,190,RL,55.0,5687,Pave,Grvl,Reg,Bnk,AllPub,Inside,3,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,1.0,3.0,210,1.0,0,570,780,GasA,0,N,SBrkr,936,780,0,1716,1,0,2,0,6,1,0,9,8,0,0,,0.0,None,0,0,0,0,0,0,184,0,0,0,0,0,0,,0,3,2008,WD,Normal,11.819681958463892
293,50,RL,60.0,11409,Pave,,Reg,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,0,0,1.0,2.0,292,1.0,0,476,768,GasA,0,Y,SBrkr,1148,568,0,1716,0,0,1,1,3,1,0,8,6,1,0,Attchd,1949.0,1.0,1,281,0,0,2,0,0,0,0,160,0,0,0,,0,1,2009,WD,Normal,11.78296023574194
294,60,RL,80.0,16659,Pave,,IR1,Lvl,AllPub,Corner,3,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,0,0,CBlock,0,0,1.0,5.0,795,1.0,0,0,795,GasA,0,Y,SBrkr,1468,795,0,2263,1,0,2,1,3,1,0,9,8,1,0,Attchd,1977.0,3.0,2,539,0,0,2,0,250,0,0,0,0,0,0,,0,3,2006,WD,Normal,12.367345048436391
295,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,0,0,CBlock,0,0,1.0,6.0,1285,1.0,0,131,1416,GasA,0,Y,SBrkr,1644,0,0,1644,1,0,1,0,3,1,0,7,8,2,0,Attchd,1953.0,3.0,2,418,0,0,2,110,0,0,0,0,0,0,0,,0,10,2009,WD,Normal,12.025755079404917
296,80,RL,37.0,7937,Pave,,IR1,Lvl,AllPub,CulDSac,3,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,CBlock,0,0,3.0,6.0,819,1.0,0,184,1003,GasA,0,Y,SBrkr,1003,0,0,1003,1,0,1,0,3,1,0,6,8,0,0,Detchd,1984.0,1.0,2,588,0,0,2,120,0,0,0,0,0,0,4,,0,3,2006,WD,Normal,11.86710429621008
297,50,RM,75.0,13710,Pave,,Reg,Lvl,AllPub,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,0,0,1.0,4.0,420,1.0,0,490,910,GasA,0,Y,FuseA,910,648,0,1558,0,0,1,1,4,1,0,6,8,0,0,Attchd,1950.0,1.0,1,282,0,0,2,289,0,0,0,0,0,0,3,,0,6,2007,WD,Normal,11.93164237875414
298,60,FV,66.0,7399,Pave,Pave,IR1,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,0,0,PConc,0,0,1.0,4.0,649,1.0,0,326,975,GasA,0,Y,SBrkr,975,975,0,1950,0,0,2,1,3,1,0,7,8,1,0,Detchd,1997.0,2.0,2,576,0,0,2,0,10,0,0,198,0,0,0,,0,6,2007,WD,Normal,12.384223015005311
299,60,RL,90.0,11700,Pave,,Reg,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,0,0,CBlock,0,0,1.0,5.0,384,3.0,175,143,702,GasA,0,Y,SBrkr,1041,702,0,1743,0,1,1,2,3,1,0,7,8,1,0,Attchd,1968.0,1.0,2,539,0,0,2,224,0,0,0,0,0,0,0,,0,6,2007,WD,Normal,12.07254696717504
300,20,RL,80.0,14000,Pave,,Reg,Lvl,AllPub,Inside,3,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,CBlock,0,0,1.0,1.0,0,1.0,0,1092,1092,GasA,0,Y,SBrkr,1152,0,0,1152,0,1,1,0,3,1,0,6,8,1,0,Attchd,1950.0,1.0,1,300,0,0,2,0,36,0,0,0,0,0,4,,0,8,2009,WD,Family,11.973516181427836
301,190,RL,90.0,15750,Pave,,Reg,Lvl,AllPub,Corner,3,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,0,0,CBlock,0,0,2.0,4.0,841,1.0,0,324,1165,GasA,0,Y,SBrkr,1336,0,0,1336,1,0,1,0,2,1,0,5,8,2,0,Attchd,1953.0,1.0,1,375,0,0,2,0,0,0,0,0,0,0,0,,0,6,2006,WD,Normal,11.964007453736912
302,60,RL,66.0,16226,Pave,,IR3,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,1.0,6.0,281,1.0,0,747,1028,GasA,0,Y,SBrkr,1210,1242,0,2452,0,0,2,1,4,1,0,9,8,1,0,BuiltIn,1998.0,3.0,2,683,0,0,2,208,50,0,0,0,0,0,0,,0,5,2007,WD,Normal,12.495007682693725
303,20,RL,118.0,13704,Pave,,IR1,Lvl,AllPub,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,0,0,PConc,0,0,1.0,1.0,0,1.0,0,1541,1541,GasA,0,Y,SBrkr,1541,0,0,1541,0,0,2,0,3,1,0,6,8,1,0,Attchd,2001.0,2.0,3,843,0,0,2,468,81,0,0,0,0,0,0,,0,1,2006,WD,Normal,12.230770136157428
304,20,RL,70.0,9800,Pave,,Reg,Lvl,AllPub,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,1.0,5.0,894,1.0,0,0,894,GasA,0,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,0,5,8,0,0,Attchd,1975.0,1.0,2,552,0,0,2,256,0,0,0,0,0,0,2,,0,7,2006,WD,Abnorml,11.917730355182512
305,75,RM,87.0,18386,Pave,,Reg,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,,0.0,0,0,BrkTil,0,0,1.0,1.0,0,1.0,0,1470,1470,GasA,0,Y,SBrkr,1675,1818,0,3493,0,0,3,0,3,1,0,10,8,1,0,Attchd,2003.0,1.0,3,870,0,0,2,302,0,0,0,0,0,0,0,,0,5,2008,WD,Normal,12.59473402514672
306,20,RL,80.0,10386,Pave,,Reg,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,0,0,PConc,0,0,1.0,6.0,1464,1.0,0,536,2000,GasA,0,Y,SBrkr,2000,0,0,2000,1,0,2,0,3,1,0,8,8,0,0,Attchd,2004.0,3.0,3,888,0,0,2,168,0,0,0,0,0,0,0,,0,7,2007,WD,Normal,12.63101679917582
307,60,RL,116.0,13474,Pave,,Reg,Lvl,AllPub,Inside,3,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,0,0,CBlock,0,0,1.0,5.0,700,1.0,0,0,700,GasA,0,Y,SBrkr,1122,1121,0,2243,1,0,2,1,4,1,0,8,8,1,0,Attchd,1990.0,2.0,3,746,0,0,2,127,44,224,0,0,0,0,0,,0,6,2007,WD,Normal,12.323860125621126
308,50,RM,60.0,7920,Pave,Grvl,IR1,Lvl,AllPub,Inside,3,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,1.0,1.0,0,1.0,0,319,319,GasA,0,Y,FuseA,1035,371,0,1406,0,0,1,0,3,1,0,6,8,0,0,,0.0,None,0,0,0,0,0,0,144,0,0,0,0,0,3,,0,3,2008,WD,Normal,11.402005077384883
309,30,RL,65.5,12342,Pave,,IR1,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,CBlock,0,0,1.0,4.0,262,1.0,0,599,861,GasA,0,Y,SBrkr,861,0,0,861,0,0,1,0,1,1,0,4,8,0,0,Detchd,1961.0,1.0,2,539,0,0,2,158,0,0,0,0,0,0,0,,0,3,2009,WD,Normal,11.320565693461432
310,20,RL,90.0,12378,Pave,,IR1,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,4.0,6.0,1274,1.0,0,622,1896,GasA,0,Y,SBrkr,1944,0,0,1944,1,0,2,0,3,1,0,8,8,3,0,Attchd,2003.0,3.0,3,708,0,0,2,208,175,0,0,0,0,0,0,,0,11,2006,WD,Normal,12.793862088206213
311,60,RL,65.0,7685,Pave,,IR1,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,0,0,PConc,0,0,1.0,5.0,518,1.0,0,179,697,GasA,0,Y,SBrkr,697,804,0,1501,0,0,2,1,3,1,0,6,8,1,0,Attchd,1993.0,3.0,2,420,0,0,2,190,63,0,0,0,0,0,0,,0,5,2006,WD,Normal,12.017336559562407
312,20,RL,50.0,8000,Pave,,Reg,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,CBlock,0,0,1.0,5.0,680,1.0,0,292,972,GasA,0,Y,SBrkr,972,0,0,972,1,0,1,0,2,1,0,5,8,1,0,Detchd,1948.0,1.0,1,240,0,0,2,0,0,0,0,0,0,0,0,,0,5,2009,WD,Normal,11.790564777297387
313,190,RM,65.0,7800,Pave,,Reg,Lvl,AllPub,Inside,3,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,2.0,3.0,507,1.0,0,286,793,GasA,0,Y,SBrkr,793,325,0,1118,1,0,1,0,3,1,0,5,8,1,0,Detchd,1939.0,1.0,2,410,0,0,2,0,0,0,0,271,0,0,3,,0,5,2006,WD,Normal,11.694421681264394
314,20,RL,150.0,215245,Pave,,IR3,Low,AllPub,Inside,1,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,,0.0,0,0,CBlock,0,0,4.0,5.0,1236,3.0,820,80,2136,GasW,0,Y,SBrkr,2036,0,0,2036,2,0,2,0,3,1,0,8,8,2,0,Attchd,1965.0,2.0,2,513,0,0,2,0,0,0,0,0,0,0,0,,0,6,2009,WD,Normal,12.83468397161566
315,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,BrkTil,0,0,1.0,2.0,16,1.0,0,712,728,GasA,0,Y,SBrkr,832,809,0,1641,0,1,1,1,3,1,0,6,8,1,0,Detchd,1925.0,1.0,2,546,0,0,2,0,0,234,0,0,0,0,0,,0,8,2006,WD,Normal,12.08954444723597
316,60,RL,71.0,7795,Pave,,IR1,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,1.0,6.0,425,1.0,0,291,716,GasA,0,Y,SBrkr,716,716,0,1432,1,0,2,1,3,1,0,6,8,1,0,Attchd,2004.0,3.0,2,432,0,0,2,100,51,0,0,0,0,0,0,,0,7,2009,WD,Normal,12.14685859089592
317,60,RL,94.0,13005,Pave,,IR1,Lvl,AllPub,Corner,3,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,0,0,CBlock,0,0,1.0,6.0,692,1.0,0,153,845,GasA,0,Y,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,0,10,8,1,0,Attchd,1983.0,2.0,2,484,0,0,2,288,195,0,0,0,0,0,4,,0,8,2009,WD,Normal,12.468440756144114
318,60,FV,75.0,9000,Pave,,Reg,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,3.0,1.0,0,1.0,0,1088,1088,GasA,0,Y,SBrkr,1088,871,0,1959,0,0,2,1,3,1,0,8,8,1,0,Attchd,2006.0,2.0,3,1025,0,0,2,208,46,0,0,0,0,0,0,,0,12,2007,WD,Normal,12.506180941677355
319,60,RL,90.0,9900,Pave,,Reg,Low,AllPub,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,0,0,PConc,0,0,4.0,6.0,987,1.0,0,360,1347,GasA,0,Y,SBrkr,1372,1274,0,2646,1,0,2,1,4,1,0,9,8,1,0,Attchd,1993.0,2.0,3,656,0,0,2,340,60,144,0,0,0,0,0,,0,4,2009,WD,Normal,12.468440756144114
320,80,RL,80.0,14115,Pave,,Reg,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,0,0,CBlock,0,0,3.0,6.0,1036,1.0,0,336,1372,GasA,0,Y,SBrkr,1472,0,0,1472,1,0,2,0,3,1,0,6,8,2,0,Attchd,1980.0,1.0,2,588,0,0,2,233,48,0,0,0,0,0,0,,0,6,2009,WD,Normal,12.141539457711714
321,60,RL,111.0,16259,Pave,,Reg,Lvl,AllPub,Corner,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,0,0,PConc,0,0,3.0,1.0,0,1.0,0,1249,1249,GasA,0,Y,SBrkr,1249,1347,0,2596,0,0,3,1,4,1,0,9,8,0,0,Attchd,2006.0,2.0,3,840,0,0,2,240,154,0,0,0,0,0,0,,0,9,2006,New,Partial,12.74444728628135
322,60,RL,99.0,12099,Pave,,IR1,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,0,0,PConc,0,0,3.0,6.0,970,1.0,0,166,1136,GasA,0,Y,SBrkr,1136,1332,0,2468,1,0,2,1,4,1,0,10,8,1,0,BuiltIn,2004.0,3.0,3,872,0,0,2,184,154,0,0,0,0,0,0,,0,6,2007,WD,Normal,12.777055016970678
323,60,RL,86.0,10380,Pave,,IR1,Lvl,AllPub,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,0,0,CBlock,0,0,4.0,2.0,28,5.0,1474,0,1502,GasA,0,Y,SBrkr,1553,1177,0,2730,1,0,2,1,4,1,0,8,8,1,0,Attchd,1987.0,3.0,2,576,0,0,2,201,96,0,0,0,0,0,3,,0,8,2007,WD,Normal,12.614868865984633
324,20,RM,49.0,5820,Pave,,Reg,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,CBlock,0,0,1.0,5.0,256,1.0,0,906,1162,GasA,0,Y,SBrkr,1163,0,0,1163,1,0,1,0,3,1,0,6,8,0,0,Attchd,1955.0,1.0,1,220,0,0,2,142,98,0,0,0,0,0,0,,0,7,2006,WD,Normal,11.745433036677351
325,80,RL,96.0,11275,Pave,,Reg,Lvl,AllPub,Corner,3,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,0,0,CBlock,0,0,1.0,1.0,0,1.0,0,710,710,GasA,0,Y,SBrkr,1898,1080,0,2978,0,0,2,1,5,1,0,11,8,1,0,BuiltIn,1961.0,3.0,2,564,0,0,2,240,0,0,0,0,0,0,0,,0,6,2010,WD,Normal,12.396697137361691
326,45,RM,50.0,5000,Pave,,Reg,Lvl,AllPub,Inside,3,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,3.0,4.0,116,1.0,0,604,720,GasA,0,N,FuseF,803,0,0,803,0,0,1,0,2,1,0,5,8,0,0,Detchd,1941.0,1.0,2,360,0,0,2,0,0,244,0,0,0,0,0,,0,12,2007,WD,Normal,11.373674891823535
327,120,RL,32.0,10846,Pave,,IR1,Lvl,AllPub,CulDSac,3,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,,0.0,0,0,PConc,0,0,4.0,6.0,1619,1.0,0,100,1719,GasA,0,Y,SBrkr,1719,0,0,1719,2,0,1,1,1,1,0,6,8,2,0,Attchd,1993.0,3.0,2,473,0,0,2,122,30,0,0,0,0,0,0,,0,5,2008,Con,Normal,12.688501881189456
328,20,RL,80.0,11600,Pave,,Reg,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,0,0,CBlock,0,0,1.0,3.0,565,1.0,0,818,1383,GasA,0,Y,SBrkr,1383,0,0,1383,0,0,1,1,3,1,0,7,8,0,0,Attchd,1960.0,2.0,1,292,0,0,2,0,45,0,0,0,0,0,0,,0,4,2006,WD,Normal,11.886218559372042
329,75,RL,52.0,11888,Pave,Pave,IR1,Bnk,AllPub,Inside,3,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,0,0,BrkTil,0,0,1.0,1.0,0,1.0,0,844,844,GasA,0,N,FuseA,1445,689,0,2134,0,0,2,0,5,1,0,10,8,0,0,Detchd,1930.0,1.0,2,441,0,0,2,0,60,268,0,0,0,0,0,,0,7,2009,WD,Normal,12.276069679344005
330,70,RM,60.0,6402,Pave,,Reg,Lvl,AllPub,Corner,3,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,0,0,PConc,0,0,2.0,1.0,0,1.0,0,596,596,GasA,0,N,SBrkr,596,596,0,1192,0,0,1,0,3,1,0,6,8,0,0,Detchd,1920.0,1.0,1,189,0,0,0,0,0,137,0,0,0,0,2,,0,7,2009,WD,Normal,11.264476926102368
331,90,RL,73.0,10624,Pave,,IR1,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,84.0,0,0,CBlock,0,0,1.0,6.0,40,3.0,264,1424,1728,GasA,0,Y,SBrkr,1728,0,0,1728,0,1,2,0,6,2,0,10,8,0,0,Detchd,2002.0,1.0,1,352,0,0,2,155,0,0,0,0,0,0,0,,0,11,2007,WD,Normal,11.686887175419702
332,20,RL,70.0,8176,Pave,,Reg,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,0,0,1.0,3.0,846,1.0,0,210,1056,GasA,0,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,0,6,8,0,0,Attchd,1958.0,2.0,1,308,0,0,2,0,0,0,0,0,0,0,0,,0,8,2007,WD,Normal,11.842236406331557
333,20,RL,85.0,10655,Pave,,IR1,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,0,0,PConc,0,0,1.0,6.0,1124,None,479,1603,3206,GasA,0,Y,SBrkr,1629,0,0,1629,1,0,2,0,3,1,0,7,8,1,0,Attchd,2003.0,2.0,3,880,0,0,2,0,0,0,0,0,0,0,0,,0,10,2009,WD,Normal,12.556733038263904
334,120,RM,59.0,8198,Pave,,Reg,Lvl,AllPub,FR3,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,0,0,PConc,0,0,3.0,6.0,720,1.0,0,638,1358,GasA,0,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,0,6,8,1,0,Attchd,2004.0,2.0,2,484,0,0,2,192,30,0,0,0,0,0,0,,0,7,2008,WD,Normal,12.240478903153711
335,60,RL,59.0,9042,Pave,,IR1,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,4.0,6.0,828,1.0,0,115,943,GasA,0,Y,SBrkr,943,695,0,1638,1,0,2,1,3,1,0,7,8,2,0,Attchd,1998.0,3.0,2,472,0,0,2,100,38,0,0,0,0,0,0,,0,7,2008,WD,Normal,12.165255859329688
336,190,RL,85.0,164660,Grvl,,IR1,HLS,AllPub,Corner,1,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,,0.0,0,0,CBlock,0,0,4.0,5.0,1249,4.0,147,103,1499,GasA,0,Y,SBrkr,1619,167,0,1786,2,0,2,0,3,1,0,7,8,2,0,Attchd,1965.0,3.0,2,529,0,0,2,670,0,0,0,0,0,0,0,Shed,700,8,2008,WD,Normal,12.34126328584159
